vd_id,vd_title,create_time,author,likes,shares,collects,img_url
7408436960856902962,#适合三四岁儿童看的早教动画片推荐 #少儿益智动漫推荐 #亲子互动 #儿童启蒙早教益智动画片 #少儿动画片推荐,2024-08-29 13:59:19,兔舞舞,58543,423,26536,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/o8AmBgWEEZHF22HAxgeQ08P694hzDADtAfNQiC~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092221D4C4C31ABC0F0858552A&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=BG01gzmy8KVAValKVYGig4plFzk%3D
7375523095110503715,#小猪佩奇 #艾莎 #儿童动画,2024-06-01,豆丸,256,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/owDBWmNAVxLD36eDBxh9zSf8AAAFbHEmgEaI8M~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=53JiYqyAuDe9%2F9pPsuUBLO9hW2I%3D
7380296331996220724,#儿童动画 #艾莎 #小猪佩奇,2024-06-14,豆丸,353,0,0,https://p9-pc-sign.douyinpic.com/tos-cn-p-0015/oUG22uf7yIUyBKDBEMCApiDhFefDACNv7QQYJ4~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=jhZVygMaDxwvPOu8B0HfuNh4wAA%3D
7374389703652429091,#儿童动画 #艾莎 #小猪佩奇,2024-05-29,豆丸,165,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/osZyA9NcPBWOIl5EOgvwXGOGliYAKiBB1zQIM~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=zx4wvsoYSzZRgIVIZULeuvhybHI%3D
7369890338594393378,#小猪佩奇儿童视频3-6岁 #爱莎公主 #冰雪女王动画片 #萌娃动画片 #小猪佩奇动画片,2024-05-17 16:58:40,漫画丸子酱,141,3,70,https://p9-pc-sign.douyinpic.com/tos-cn-p-0015/oIRAMBDxIGn89RgUvsP8eZOAbEDCimQAOPQ2Bf~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=5UN4eo5rGUBxl2QwuTDiQDNbUoc%3D
7382515210151529768,#小猪佩奇儿童视频3-6岁 #爱莎公主 #萌娃动画片 #冰雪女王动画片 #小猪佩奇动画片,2024-06-20 17:29:34,漫画丸子酱,165,14,75,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oIDzeGJzQCH5PQERof79BKwBcZ0YfAUzDMAxFM~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=WttJZZHwPMbxH4L1tnG6vADdmN8%3D
7470780802159217930,谁是真正的爱莎公主  #0到3岁早教启蒙动画片推荐 #益智玩具 #少儿益智动漫推荐 #萌知计划 #小猪佩奇,2025-02-13 20:00:00,增小易哆啦,43,0,35,https://p9-pc-sign.douyinpic.com/tos-cn-p-0015/oYBNIaCPBABICW7f7QcF8AfAt1ZMWWlhxafjrB~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092306A55A2446B4C40757A263&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=fnypZe2XsbyKIiUBoEtEd2xI5uE%3D
7458215418398870841,#3到6岁儿童益智早教动画 #少儿益智动漫推荐 #儿童启蒙早教益智动画片 #玩具视频及 #启蒙早教,2025-01-10,嫣嫣,15,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oUAMuEQ5za4z5E3BAlIPZAiBBDrFvYSXiZvhT~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=yfIMzzj%2B4XdoCtvFIsmTb%2Bb6DnE%3D
7458319823278181691,#亲子互动 #儿童益智 #儿童启蒙早教益智动画片 #0-6岁幼儿早教启蒙教育 #启蒙早教,2025-01-11 00:10:13,小方来找茬,4140,19,1361,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/o0hiXawOjZAI4B5kiBRC9ZBjCGIMamPPVAFE9~noop.jpeg?biz_tag=pcweb_cover&card_type=303&column_n=0&from=327834062&l=20250417092407A4A0684822B50E5AB1A0&lk3s=138a59ce&s=PackSourceEnum_SEARCH&se=false&x-expires=1746061200&x-signature=SyYPwYvQKnOL8WhtCvYefbzOehw%3D
7458224363301653820,#3到6岁儿童益智早教动画 #儿童启蒙早教益智动画片 #0到3岁幼儿早教益智动画大全 #玩具视频及玩具小故事 #亲子互动,2025-01-10 17:59:53,大土豪奶龙益智馆,15602,278,5698,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/o4Av496ZAvE7UZckBtI19h5aXI2XigaCMAPDi~noop.jpeg?biz_tag=pcweb_cover&card_type=303&column_n=0&from=327834062&l=20250417092407A4A0684822B50E5AB1A0&lk3s=138a59ce&s=PackSourceEnum_SEARCH&se=false&x-expires=1746061200&x-signature=so2XjBD09cVXrDRM9pagtPOnjN0%3D
7489727195972226362,#小孩子看的儿童视频 #玩具视频及玩具小故事 #0到3岁幼儿早教益智动画大全 #亲子互动,2025-04-05 15:26:52,鹿吖呀,14816,241,8271,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oIZwCCwIEBDA8e0FNvCqDn2smDaE9ABkIEzffy~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025041709240881275461C486FB5B32CA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=jG5SAYmIv2qWyBQfFXLuEM9ofuA%3D
7457845270387199289,#分享有趣的视频 #儿童爱看的小视频 #3到6岁儿童益智早教动画 #儿童启蒙早教益智动画片 #搞笑,2025-01-09 17:29:00,用户1490743346229,44402,458,17485,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oA5AaeLfAH7PJfh3ZfwXM6yZdggdgDufUHNf4Y~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025041709240881275461C486FB5B32CA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=kAg4zqgpiUoKvwKto0TsadLb0jo%3D
7388359192177823027,#奥特曼儿童动画片 #赛罗奥特曼视频大全 #儿童启蒙早教益智动画片 #贝利亚奥特曼 #格丽乔奥特曼,2024-07-06,正能量佐菲,10,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oAe7QBCWYgNJifEIMMCGgDquAFLZBNAXEXGEeI~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=jTjrY1hXVkBZexASnaTfD7Fhs8U%3D
7421109523995299108,#奥特曼儿#儿童动画 #动画视频 #奥特曼儿童动画 #3-6岁儿童赛罗动画视频 童动画,2024-10-02 17:35:20,小雪妹妹,1510087,10533,157438,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ooN0tq9TIQ3EXizBTI5PiASijDZvNdISq9PBA~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025041709245103382BD86DFB59582809&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=j%2BM2n%2Fmt8sBffPrJrZ6pSkUOE7U%3D
7344587861255032083,#奥特曼儿童动画片 #赛罗奥特曼 #奥特曼动画片3-6岁儿童 #无法拒绝的奥特曼玩具 #贝利亚奥特曼,2024-03-10 12:32:10,宵宵讲故事1,40818,409,16011,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oMbRtxgABBCDFiAzEpnEGLI82IheEN7hmewBbe~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092529EF9B345C5C91635A072D&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=qc9%2FdQgi8DpawjHU068ZTMNWqlM%3D
7483152765896690996,#3-6岁儿童赛罗动画视频 #奥特曼儿童动画片 #奥特曼0到3岁儿童启蒙 #奥特曼玩具益智,2025-03-18 22:14:54,奥特曼要相信光,1012,11,405,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ocG0l8e9DklvPLZB3WCCApEIIsgBfgkA7X9tRf~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092531A0EB79A840639B5B6847&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=Y1yRmbliydBER7L5sZDJGUIiWUU%3D
7492719030118223164,#奥特曼儿童动画片 #奥特曼打怪兽 #奥特曼正义降临 #玩具,2025-04-13 16:56:44,君携秋水揽星河,829,3,367,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oUlggA9gsIUeJ6PgoXvFBVQ0tMpJ8fAf7ICgP8~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092531A0EB79A840639B5B6847&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=2jFsP4ey0vYikD8xrOrt8OLc%2FgI%3D
7478768812926455100,#奥特曼儿童动画片 #赛罗奥特曼 #儿童益智视频 #儿童动画 #萌到爆炸了💥 你相信光吗,2025-03-07 06:45:00,泰罗奥特曼,4013,14,1568,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/osIJICJb77YkAIDPhFbZfqXguzeBKETg8HeQC7~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092531A0EB79A840639B5B6847&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=525Kt0AtUJUTp%2BVTPjLXzscM%2FgM%3D
7444501201128951091,#儿童简笔画 #儿童益智 #奥特曼 #奥特曼系列,2024-12-04,风雨里等你,5,0,0,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/afa18cd896dd554ea891d0bd2f972019~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2060211600&x-signature=mnywzAScOeikMMSkrnon%2BRX4KBs%3D
7493713202237197631,#动画#简笔画#哪吒#敖丙 #3到6岁儿童益智早教动画,2025-04-16 09:15:09,仁兴乐乐,176,1,85,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/okICABSfZLfzaHgFgfIG8Ke0g9FXAjmsEYfFKs~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092608448266D885B0235B8DE0&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=%2FBXw7FSdmOrcczMSllNC6rcYGpI%3D
7474037104213806396,#儿童动画 #奥特曼儿童动画片 #3-6岁儿童赛罗动画视频 #赛罗奥特曼 #简笔画,2025-02-22 08:41:23,商陆,1611,65,787,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oEYLMBC9QQ78Vmwp5eBUyQjTPmOOeGofcBIgAJ~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092608448266D885B0235B8DE0&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=1KRXZyS6n%2Fm7KQSozI6VgCOiDD8%3D
